-1.120371742711532947e+00,8.846477221779325717e+00,8.979622323657446614e+00,1.000000000000000000e+00
-2.948177689422708525e-01,-7.378400002123455259e+00,7.519864861732766137e+00,-1.000000000000000000e+00
-5.258100715689525195e+00,-4.639652905092615853e+00,7.105329704408487324e+00,-1.000000000000000000e+00
1.007268410756983812e+00,8.416358537097181625e-01,5.084713584215164728e-01,1.000000000000000000e+00
2.375930663895542416e+00,1.166698542902781632e+00,4.476619749892948308e-01,1.000000000000000000e+00
-1.259649171334524809e+00,-8.433555027032392459e+00,7.354854156555920675e+00,-1.000000000000000000e+00
5.326641206634217696e+00,-1.019861853381260453e+00,6.112330997249805442e+00,1.000000000000000000e+00
1.711210282855624820e+00,1.383712524495583018e+00,1.242534281074784808e+00,1.000000000000000000e+00
4.653813728952604478e+00,-2.252203776079838349e+00,5.091739444098982936e+00,1.000000000000000000e+00
-7.584230270386021822e+00,3.078617276855970530e+00,9.699089807376051198e+00,1.000000000000000000e+00
-8.231948694036956837e+00,9.695270321347205789e-01,9.684083795580761489e+00,1.000000000000000000e+00
5.236099445478131775e-01,-1.251809740621556699e+00,1.865808837232262984e+00,-1.000000000000000000e+00
9.351362143487166989e+00,-1.701873069210009248e+00,8.939293114667577811e+00,-1.000000000000000000e+00
4.143198995767993775e-01,-7.192721491053015725e-01,2.377088119425928792e+00,-1.000000000000000000e+00
-3.169024879619955826e+00,-9.519034033138142892e-01,4.948421855694957294e+00,1.000000000000000000e+00
-7.017945961571211200e+00,5.394795235802718025e+00,8.970649240928921131e+00,1.000000000000000000e+00
5.068202882318717517e-02,-8.023931243512105738e+00,8.082128371923696264e+00,-1.000000000000000000e+00
-5.564084660605282728e+00,-4.298615357174801588e+00,7.518228947742885637e+00,-1.000000000000000000e+00
7.404996172070893223e+00,-5.323935543458050645e+00,8.756906935303993222e+00,-1.000000000000000000e+00
4.069230934239552511e+00,-4.193840347716571770e+00,5.803204444654793903e+00,1.000000000000000000e+00
7.866862552023015098e+00,2.549937127549265270e+00,8.294794699776055324e+00,1.000000000000000000e+00
